"","","",".y.","group1","group2","n1","n2","statistic","p"
"1",0.600235814378285,0.677388130016206,value,R,U,205,236,c(W = 19050),0.000116
"2",2.52175008731587,4.42821229961466,value,R,U,205,236,c(W = 12248.5),3.35e-19
"3",0.428142073333899,0.357893047625757,value,R,U,205,236,c(W = 31648.5),2.22e-08
"4",0.254670873218133,0.399952870725728,value,R,U,205,236,c(W = 15453),5.96e-11
