"Achillea millefolium","Aconitum kusnezoffii","Aesculus parviflora","Agastache pallida","Agastache rugosa","Allium carinatum","Allium schoenoprasum","Amorpha fruticosa","Amorpha nana","Anemone hupehensis","Anemone tomentosa","Anthyllis vulneraria","Antirrhinum majus","Astragalus glycyphyllos","Begonia sp.","Bellis perennis","Boraginaceae sp.","Borago officinalis","Brassica rapa","Buddleja davidii","Calibrachoa elegans","Calystegia sepium","Campanula persicifolia","Campanula rapunculoides","Castanea sativa","Catalpa bignonioides","Centaurea cyanus","Centaurea montana","Centaurea scabiosa","Cephalanthus occidentalis","Chelidonium majus","Cichorium intybus","Clematis patens","Clematis sp.","Clinopodium vulgare","Coriandrum sativum","Crepis capillaris","Dasiphora fruticosa","Daucus carota","Dianthus armeria","Digitalis grandiflora","Digitalis lutea","Digitalis purpurea","Diplotaxis tenuifolia","Dipsacus fullonum","Echium vulgare","Eruca vesicaria","Foeniculum vulgare","Galega officinalis","Genista tinctoria","Gentiana macrophylla","Geum urbanum","Helianthus pauciflorus","Hibiscus syriacus","Hydrangea longipes","Hydrangea macrophylla","Hydrangea paniculata","Hydrangea quercifolia","Hypericum androsaemum","Hypericum calycinum","Hypericum myrtifolium","Hypericum perforatum","Hypericum scabrum","Hypochaeris radicata","Hyssopus officinalis","Impatiens balfourii","Impatiens glandulifera","Impatiens parviflora","Koelreuteria paniculata","Lamiaceae sp.","Lamium maculatum","Lathyrus pratensis","Lathyrus sativus","Lavandula angustifolia","Leontodon tingitanus","Leonurus cardiaca","Lespedeza thunbergii","Ligustrum ibota","Ligustrum ovalifolium","Linaria maroccana","Linaria purpurea","Linaria sp.","Linaria vulgaris","Lolium multiflorum","Lolium temulentum","Lonicera macranthoides","Lotus corniculatus","Lotus pedunculatus","Lotus sp.","Lysimachia vulgaris","Lythrum salicaria","Malva moschata","Malva sylvestris","Medicago lupulina","Medicago sativa","Melampyrum arvense","Melissa officinalis","Myosotis arvensis","Nepeta cataria","Nepeta racemosa","Nepeta saccharata","Nepeta sp.","Oenothera parviflora","Onobrychis viciifolia","Ononis natrix","Ononis spinosa","Origanum vulgare","Orobanche hederae","Oxalis corniculata","Petunia integrifolia","Phacelia tanacetifolia","Plantago lanceolata","Plantago major","Plantago media","Potentilla recta","Prunella vulgaris","Raphanus sativus","Rhinanthus alectorolophus","Robinia pseudoacacia","Rubus idaeus","Rubus plicatus","Salvia farinacea","Salvia nemorosa","Salvia pratensis","Scutellaria galericulata","Securigera varia","Sedum acre","Sedum aizoon","Sedum album","Sedum rupestre","Sedum spurium","Sedum telephium","Sempervivum montanum","Sideritis glacialis","Solanum dulcamara","Solanum lycopersicum","Solanum nigrum","Sonchus oleraceus","Spiraea japonica","Stachys officinalis","Stachys spinosa","Symphytum bulbosum","Symphytum officinale","Tagetes erecta","Tagetes tenuifolia","Tetradium glabrifolium","Teucrium botrys","Teucrium chamaedrys","Teucrium hircanicum","Teucrium scorodonia","Tilia dasystyla","Tilia hyrcana","Tilia oliveri","Trifolium alpestre","Trifolium hybridum","Trifolium ochroleucon","Trifolium pratense","Trifolium repens","Trifolium rubens","Trifolium sp.","Urtica dioica","Verbascum nigrum","Verbascum thapsus","Veronica spicata","Vicia cracca","Vicia sativa","Vicia sepium","Vitex negundo","xChitalpa tashkentensis","Zinnia elegans"
"17_BERD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"17_BEUA_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503049953851437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951933790967797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789937910451653,0.0578004322348073,0,0.00676328283161651,0,0,0,0,0,0,0,0,0,0
"17_BEUB_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300231711353857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784673949023503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178914266799073,0,0,0,0,0,0,0,0,0,0.0168818272095333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245448526977822,0,0,0.415309500165509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206901688182721,0.209980139026812,0,0,0,0,0,0,0,0,0,0,0,0
"17_BEUC_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185106981981982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482580236486487,0.463330518018018,0,0.0355785472972973,0,0,0,0,0,0,0,0,0,0
"17_BSRD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166488007503685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983351199249631,0,0,0,0,0,0,0,0,0,0,0,0,0
"17_BSRF_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105759242857834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193215372852151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379658623917229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403912720830733,0.0126373581141033,0,0,0,0,0,0,0,0,0,0,0,0
"17_BSUA_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769087628284651,0,0,0,0,0,0,0,0,0,0,0,0,0.0697953084470508,0,0,0,0,0,0,0,0.0144778391789782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973412653659637,0.0492979587233562,0,0,0,0,0,0,0,0,0,0,0,0
"17_BSUB_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234421364985163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021136726774709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183063227573614,0,0,0,0,0,0,0,0,0,0.0293312029217074,0,0,0,0,0,0,0,0,0,0.0111618351974435,0,0,0,0,0.067244921250856,0,0,0,0.0112074868751427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952293996804382,0,0,0.0185802328235563,0,0,0,0,0,0,0,0,0,0,0.0151335311572701,0,0,0,0,0,0,0,0,0,0,0.313033553983109,0.0186715361789546,0,0,0,0,0,0,0,0,0,0.357521113900936,0,0
"17_BSUC_p",0,0,0.036756596599233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070319830126253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029102401606558,0,0,0,0,0,0,0,0,0.22534608483811,0,0,0.095817352800777,0,0,0,0,0,0,0,0,0,0.0107487942585307,0,0,0.0182877648104558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188968082829912,0,0,0.0113084558278876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204046023933762,0.23621010353739,0,0,0,0,0,0.0431597833780514,0,0,0,0,0,0
"17_ZHRD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165696608689649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100188647114671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200287680054821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927672569944128,0,0,0,0,0,0,0,0,0.0257101364699576,0,0,0,0
"17_ZHRE_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231676014830307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196628323351396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18846848559749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131666508223215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133409386190069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118674145197579,0,0,0.484599296511075,0.0372183667649017,0,0,0,0,0,0,0,0,0,0,0,0
"17_ZHRF_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"17_ZHUA_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205180830674474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166313504298671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93062396978529,0.0322265967173958,0,0,0,0,0,0,0,0,0,0,0,0
"17_ZHUB_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114003629714283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055580900052007,0.00945073568066234,0,0,0,0.286348073725769,0,0,0,0,0,0,0,0,0.648990835441369,0.0301890367696912,0,0.00806286540587973,0
"17_ZHUC_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012264982373678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423582549941245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148354876615747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875440658049354,0.461772914218566,0,0,0,0,0,0,0,0,0,0,0,0
"18_BERD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_BEUA_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129889083479276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600737011091652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386274080560421,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_BEUB_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595665329533808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058294083651306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171687561487989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504808367600543,0.920564345430678,0,0,0,0,0,0,0,0,0,0,0,0
"18_BEUC_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266674362896476,0,0,0,0,0,0,0.0316459349476175,0,0,0,0,0,0,0,0,0,0,0.0135213137464285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262778146555456,0,0,0,0.0380530462639614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709919478195619,0.153914975901181,0,0,0,0,0,0,0,0,0,0,0,0
"18_BSRD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_BSRE_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_BSRF_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156592215114388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130380570313347,0.0430581155806137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669969098991651,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_BSUA_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051421161294526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505745368807725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117961012010709,0.477316413861751,0,0,0,0,0,0,0,0,0,0,0,0
"18_BSUB_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556641454916292,0,0,0.896688479079913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195603523979491,0.028087023030509,0,0,0,0,0,0,0,0,0,0,0,0
"18_BSUC_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965280455713101,0,0,0,0,0,0,0,0,0.286015962331619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114394088626453,0,0,0,0,0,0,0,0,0,0,0,0.07216032568854,0,0,0,0,0,0,0,0,0,0,0,0,0.12300185441749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116069628408639,0,0,0,0,0,0,0.0732250699893146,0,0,0,0,0,0,0,0,0,0,0,0.228770388294424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123134311128249,0.0673511263373722,0,0,0,0,0,0,0,0,0,0,0,0
"18_ZHRD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501347523817698,0.466157411380998,0,0.0324950648013046,0,0,0,0,0,0,0,0,0,0
"18_ZHRE_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159133641886028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707742744190532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438373830874554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162351750072317,0,0,0,0.0178623083598496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247818436023528,0.0498023334297561,0,0,0,0,0,0,0,0,0,0,0,0
"18_ZHRF_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_ZHUA_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_ZHUB_p",0,0,0,0,0,0,0,0,0,0,0,0.0248992777031687,0.0960279723663993,0,0,0,0,0.0708867191753475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506454696139281,0,0,0,0,0,0,0,0,0.0113970454792929,0,0,0,0,0,0,0,0,0,0,0,0,0.570916966111333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931968591581673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278150823321597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542146080602035,0,0,0,0,0,0,0,0,0,0,0,0,0
"18_ZHUC_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347053546029454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628482023676667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244644302938796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19_BERD_p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869517800448125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913048219955187,0,0,0,0,0,0,0,0,0,0,0,0,0
