"Achillea filipendulina","Achillea millefolium","Agastache pallida","Agastache rugosa","Ailanthus altissima","Allium ampeloprasum","Allium carinatum","Allium cepa","Allium cernuum","Allium flavum","Allium garganicum","Allium schoenoprasum","Allium sp.","Allium sphaerocephalon","Asparagus officinalis","Asteraceae sp.","Bellis perennis","Borago officinalis","Calystegia sepium","Campanula glomerata","Campanula medium","Campanula portenschlagiana","Campanula rapunculoides","Campanula rotundifolia","Carduus acanthoides","Catalpa bignonioides","Centaurea cyanus","Centaurea jacea","Centaurea scabiosa","Centaurea stoebe","Chelidonium majus","Cichorium intybus","Cirsium vulgare","Clematis sp.","Clinopodium vulgare","Crepis capillaris","Crepis sp.","Daboecia cantabrica","Daucus carota","Delosperma cooperi","Digitalis grandiflora","Diplotaxis tenuifolia","Echinacea purpurea","Echium vulgare","Filipendula ulmaria","Foeniculum vulgare","Galega officinalis","Galium mollugo","Genista tinctoria","Geum urbanum","Helianthus pauciflorus","Heracleum sphondylium","Hydrangea longipes","Hydrangea macrophylla","Hypericum androsaemum","Hypericum calycinum","Hypericum perforatum","Hypericum scabrum","Hypochaeris radicata","Hypochaeris sp.","Hyssopus officinalis","Impatiens glandulifera","Jacobaea vulgaris","Koelreuteria paniculata","Lamiaceae sp.","Lathyrus pratensis","Lathyrus sativus","Lavandula angustifolia","Leontodon hispidus","Ligustrum ovalifolium","Linaria vulgaris","Lolium multiflorum","Lolium temulentum","Lotus corniculatus","Lotus pedunculatus","Lotus sp.","Lupinus breweri","Lysimachia clethroides","Lysimachia thyrsiflora","Lysimachia vulgaris","Lythrum salicaria","Mauranthemum decipiens","Medicago lupulina","Medicago sativa","Melilotus albus","Melissa officinalis","Onobrychis viciifolia","Ononis spinosa","Onopordum acanthium","Onopordum tauricum","Origanum vulgare","Oxalis corniculata","Papaver rhoeas","Parietaria judaica","Petrorhagia saxifraga","Phacelia tanacetifolia","Philadelphus coronarius","Picris hieracioides","Plantago lanceolata","Plantago major","Plantago media","Potentilla recta","Prunella vulgaris","Raphanus sativus","Reseda lutea","Rhinanthus alectorolophus","Robinia pseudoacacia","Rubus plicatus","Rudbeckia fulgida","Salvia farinacea","Salvia nemorosa","Sambucus ebulus","Scorzoneroides autumnalis","Securigera varia","Sedum acre","Sedum aizoon","Sedum album","Sedum pallidum","Sedum rupestre","Sedum spurium","Silene vulgaris","Sinapis arvensis","Solanum dulcamara","Solanum lycopersicum","Spiraea japonica","Stachys spinosa","Symphytum officinale","Tagetes erecta","Tagetes tenuifolia","Taraxacum officinale","Tetradium glabrifolium","Teucrium chamaedrys","Teucrium scorodonia","Tilia americana","Tilia dasystyla","Tilia hyrcana","Tilia oliveri","Tilia platyphyllos","Tilia tomentosa","Tilia x euchlora","Trifolium alpestre","Trifolium cernuum","Trifolium hybridum","Trifolium pratense","Trifolium repens","Trifolium rubens","Trifolium sp.","Urtica dioica","Verbascum nigrum","Vicia cracca","Vicia sativa","Vicia sepium","xChitalpa tashkentensis","Zinnia elegans"
"17_BEUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168442731360768,0,0,0,0,0,0,0,0.01499263122095,0,0,0,0,0,0,0,0,0,0,0,0.020821524392548,0,0,0.573272115784302,0,0,0,0,0,0,0.0132543551373616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111618108302158,0,0,0,0,0,0,0,0,0,0.0965026640970411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071524392548086,0.0811699353814761,0,0,0,0,0,0,0,0,0
"17_BEUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568859687040719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130255612230195,0,0,0,0,0,0,0,0,0,0,0,0.12070257341287,0,0,0.562937667502378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185426932941414,0.0610212962162473,0,0,0,0,0,0,0,0,0
"17_BSRD_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123856107318962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981677539502682,0.0059368497654213,0,0,0,0,0,0,0,0,0
"17_BSRE_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191671857779481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161267909339212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819564904882841,0,0,0,0,0,0,0,0,0,0
"17_BSRF_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954379197415665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278483674981069,0.0177724350862283,0,0,0,0,0,0,0,0,0
"17_BSUA_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019456120876833,0.537585771997893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522811641525231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164390029545062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411293771098373,0.00999721665714174,0,0,0,0,0,0,0,0,0
"17_BSUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153768530309219,0,0.019653540280147,0,0,0,0,0,0,0.0111482184474184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442324787967612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227529372191923,0,0,0,0.288676389322698,0,0,0,0,0,0,0,0,0,0,0.0185483289685496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698445496263905,0.11167439513707,0,0,0,0,0,0,0,0,0
"17_BSUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120105458451323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168440581974416,0,0,0,0,0,0,0,0,0,0,0.0209696318718875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431110243140319,0.0615418416170296,0,0,0,0,0,0,0,0,0,0.0358363441070208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985011229372132,0.711185431110243,0,0,0,0,0,0,0,0,0
"17_ZHRD_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489092864545357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490109644854623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207974906000201,0,0,0,0,0,0,0,0,0
"17_ZHRE_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131429173693086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552065767284992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158562863031666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145575697957654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123664980326025,0,0,0,0,0,0,0,0,0,0
"17_ZHRF_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232231965739977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549383089207199,0,0.182386254816734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592441442752239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104896374539845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550208811125774,0.0132650855439358,0,0,0,0,0,0,0,0,0
"17_ZHUA_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192386803060637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615966870526287,0,0,0.654581356443518,0,0,0,0,0,0,0,0,0,0,0,0,0.0208430463757782,0,0,0,0,0,0,0,0,0,0,0,0.0334037243232867,0,0,0,0.0110797246523874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215149603707868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635438663851027,0.114197954090448,0,0,0,0,0,0,0,0,0
"17_ZHUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656458403391858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520377483053111,0.929150384830283,0,0,0,0,0,0,0,0,0
"17_ZHUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120256594011641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186502595654681,0,0,0,0,0,0.0497981157469717,0,0,0,0.140112915348447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779413049937949,0,0,0,0,0,0,0,0,0
"18_BEUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194316069057105,0,0,0,0,0,0,0,0.0483612217795485,0,0,0.0159681274900399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343766268260292,0,0,0,0,0,0,0.0445896414342629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460196547144754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676865869853918,0,0,0,0,0,0,0,0,0,0
"18_BEUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192616171236654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11204822296857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121309338813975,0,0,0,0.485262419168881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128314702491353,0.242982104366134,0,0,0,0,0,0,0,0,0
"18_BSRD_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122525254306013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987747474569399,0,0,0,0,0,0,0,0,0,0
"18_BSRE_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631020935364082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368979064635918,0,0,0,0,0,0,0,0,0,0
"18_BSRF_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977120656162314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228793438376862,0,0,0,0,0,0,0,0,0,0
"18_BSUA_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136028919534074,0.78939617083947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147837729281029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491632079260945,0,0,0,0,0,0,0,0,0,0
"18_BSUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50540613232921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753899946207638,0,0,0,0.271073157611619,0,0,0,0,0,0,0,0,0,0,0.0280930607853685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168101129639591,0.10322754168908,0,0,0,0,0,0,0,0,0
"18_BSUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172110717565263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159779614325069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509117145480782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162927981109799,0,0,0,0.0959858323494687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203725567361931,0.783248065066247,0,0,0,0,0,0,0,0,0
"18_ZHRD_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"18_ZHRE_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67871992627535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122135832805906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472125747398757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261853915704184,0,0,0,0,0,0,0,0,0
"18_ZHRF_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119245948478849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968481490625238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112523968644682,0.00834151766240936,0,0,0,0,0,0,0,0,0
"18_ZHUA_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141999941743613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176516850659753,0,0,0,0,0.024991989746876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138941481459905,0,0,0.526637732661443,0,0,0,0,0,0,0,0,0,0,0,0,0.0232151699630073,0,0,0,0,0,0,0,0,0,0,0,0,0.0150155835833503,0,0,0.0538871573796278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627566922023827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583292068392998,0.189420640237686,0,0,0,0,0,0,0,0,0
"18_ZHUB_l",0,0,0,0,0,0,0,0.0126193256755995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165440576081934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847398050310656,0,0,0,0.0650878055901292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412496857877578,0.0171010750276643,0,0,0,0,0,0,0,0,0
"18_ZHUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144681887790617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266949742447446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141305861060839,0,0.0245022970903522,0,0,0,0.376583600167061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282263678128915,0.015279131282194,0,0,0,0,0,0,0,0.0205345955728805,0.349366559933176,0,0,0,0,0,0,0,0,0
"19_BEUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151229764162796,0,0,0,0,0,0,0,0,0,0,0,0.118837955993056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360318963402794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579177820197942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354925641457933,0.469289751590473,0,0,0,0,0,0,0,0,0
"19_BSRD_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19_BSRE_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221978701284105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815364297957234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162437831914355,0,0,0,0,0,0,0,0,0,0
"19_BSRF_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946497366285801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521811237610438,0,0,0,0.00806126006553158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211067422985811,0.0191165189739823,0,0,0,0,0,0,0,0,0
"19_BSUA_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142992733666308,0.924769328914407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389456814327281,0.0219857162862344,0,0,0,0,0,0,0,0,0
"19_BSUB_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810085088575813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879794950481239,0.0391965406611801,0,0,0,0,0,0,0,0,0
"19_BSUC_l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491767891834612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848898133793834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252948448752919,0,0,0,0,0,0,0,0,0,0,0.0141093820522381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146784670028847,0.0478423830922899,0,0,0,0,0,0,0,0,0
