"","","",".y.","group1","group2","n1","n2","statistic","p"
"1",4.87866108786611,4.03364485981308,value,B.lapidarius,B.pascuorum,478,535,c(W = 152144.5),1.4e-07
"2",2.52094663346571,2.39435749719601,value,B.lapidarius,B.pascuorum,363,333,c(W = 65401),0.0612
"3",0.434956245492216,0.440451724641808,value,B.lapidarius,B.pascuorum,363,333,c(W = 59321),0.673
"4",0.749149030268464,0.811829166933845,value,B.lapidarius,B.pascuorum,363,333,c(W = 47444),9.38e-07
